payment_id,recipient_name,recipient_iban,amount,currency,payment_reference
100774,Recipient 100774,DE00000000000000100774,2801.60,EUR,Invoice 100774
100096,Recipient 100096,DE00000000000000100096,61.55,USD,Invoice 100096
100033,Recipient 100033,DE00000000000000100033,164.24,USD,Invoice 100033
100666,Recipient 100666,DE00000000000000100666,597.64,EUR,Invoice 100666
100670,Recipient 100670,DE00000000000000100670,969.61,USD,Invoice 100670
100083,Recipient 100083,DE00000000000000100083,588.85,EUR,Invoice 100083
100701,Recipient 100701,DE00000000000000100701,3303.31,EUR,Invoice 100701
100974,Recipient 100974,,4174.27,EUR,Missing iban 100974
100232,Recipient 100232,DE00000000000000100232,320.39,EUR,Invoice 100232
100987,Recipient 100987,DE00000000000000100987,1224.43,GBP,Invalid currency 100987
100250,Recipient 100250,DE00000000000000100250,907.01,EUR,Invoice 100250
100579,Recipient 100579,DE00000000000000100579,883.45,EUR,Invoice 100579
100471,Recipient 100471,DE00000000000000100471,830.63,USD,Invoice 100471
100416,Recipient 100416,DE00000000000000100416,127.12,USD,Invoice 100416
100844,Recipient 100844,DE00000000000000100844,8624.54,USD,Invoice 100844
100954,Recipient 100954,DE00000000000000100954,-165.37,EUR,Invalid amount 100954
100909,Recipient 100909,DE00000000000000100909,37247.68,EUR,Invoice 100909
100274,Recipient 100274,DE00000000000000100274,576.22,USD,Invoice 100274
100363,Recipient 100363,DE00000000000000100363,92.23,EUR,Invoice 100363
100259,Recipient 100259,DE00000000000000100259,470.83,EUR,Invoice 100259
100540,Recipient 100540,DE00000000000000100540,624.69,USD,Invoice 100540
100635,Recipient 100635,DE00000000000000100635,322.20,USD,Invoice 100635
100197,Recipient 100197,DE00000000000000100197,615.89,USD,Invoice 100197
100977,Recipient 100977,,2660.14,EUR,Missing iban 100977
100984,Recipient 100984,DE00000000000000100984,505.38,GBP,Invalid currency 100984
100833,Recipient 100833,DE00000000000000100833,8321.29,USD,Invoice 100833
100099,Recipient 100099,DE00000000000000100099,536.74,EUR,Invoice 100099
100110,Recipient 100110,DE00000000000000100110,285.96,USD,Invoice 100110
100184,Recipient 100184,DE00000000000000100184,436.95,EUR,Invoice 100184
100441,Recipient 100441,DE00000000000000100441,498.16,EUR,Invoice 100441
100691,Recipient 100691,DE00000000000000100691,236.54,EUR,Invoice 100691
100715,Recipient 100715,DE00000000000000100715,1609.11,EUR,Invoice 100715
100515,Recipient 100515,DE00000000000000100515,329.23,EUR,Invoice 100515
100800,Recipient 100800,DE00000000000000100800,3737.12,EUR,Invoice 100800
100294,Recipient 100294,DE00000000000000100294,244.62,USD,Invoice 100294
100948,Recipient 100948,DE00000000000000100948,-478.70,USD,Invalid amount 100948
100282,Recipient 100282,DE00000000000000100282,506.45,USD,Invoice 100282
100890,Recipient 100890,DE00000000000000100890,47659.42,USD,Invoice 100890
100962,Recipient 100962,,3502.22,EUR,Missing iban 100962
100018,Recipient 100018,DE00000000000000100018,729.99,EUR,Invoice 100018
100013,Recipient 100013,DE00000000000000100013,278.59,EUR,Invoice 100013
100422,Recipient 100422,DE00000000000000100422,339.22,USD,Invoice 100422
100565,Recipient 100565,DE00000000000000100565,574.52,USD,Invoice 100565
100545,Recipient 100545,DE00000000000000100545,430.64,EUR,Invoice 100545
100827,Recipient 100827,DE00000000000000100827,3872.04,USD,Invoice 100827
100876,Recipient 100876,DE00000000000000100876,2717.06,USD,Invoice 100876
100500,Recipient 100500,DE00000000000000100500,33.68,USD,Invoice 100500
100676,Recipient 100676,DE00000000000000100676,462.21,USD,Invoice 100676
100495,Recipient 100495,DE00000000000000100495,670.81,USD,Invoice 100495
100632,Recipient 100632,DE00000000000000100632,615.39,USD,Invoice 100632
100683,Recipient 100683,DE00000000000000100683,711.68,EUR,Invoice 100683
100654,Recipient 100654,DE00000000000000100654,643.84,USD,Invoice 100654
100633,Recipient 100633,DE00000000000000100633,463.24,EUR,Invoice 100633
100062,Recipient 100062,DE00000000000000100062,870.64,USD,Invoice 100062
100383,Recipient 100383,DE00000000000000100383,518.92,USD,Invoice 100383
100467,Recipient 100467,DE00000000000000100467,909.71,USD,Invoice 100467
100518,Recipient 100518,DE00000000000000100518,987.53,USD,Invoice 100518
100224,Recipient 100224,DE00000000000000100224,830.73,USD,Invoice 100224
100010,Recipient 100010,DE00000000000000100010,809.61,EUR,Invoice 100010
100155,Recipient 100155,DE00000000000000100155,546.04,USD,Invoice 100155
100972,Recipient 100972,,594.05,USD,Missing iban 100972
100070,Recipient 100070,DE00000000000000100070,878.12,EUR,Invoice 100070
100237,Recipient 100237,DE00000000000000100237,543.06,USD,Invoice 100237
100646,Recipient 100646,DE00000000000000100646,66.85,EUR,Invoice 100646
100141,Recipient 100141,DE00000000000000100141,742.67,EUR,Invoice 100141
100994,Recipient 100994,DE00000000000000100994,4092.09,GBP,Invalid currency 100994
100007,Recipient 100007,DE00000000000000100007,233.43,EUR,Invoice 100007
100783,Recipient 100783,DE00000000000000100783,2092.26,EUR,Invoice 100783
100050,Recipient 100050,DE00000000000000100050,792.28,USD,Invoice 100050
100685,Recipient 100685,DE00000000000000100685,273.52,EUR,Invoice 100685
100077,Recipient 100077,DE00000000000000100077,713.23,USD,Invoice 100077
100035,Recipient 100035,DE00000000000000100035,684.92,EUR,Invoice 100035
100537,Recipient 100537,DE00000000000000100537,74.42,EUR,Invoice 100537
100061,Recipient 100061,DE00000000000000100061,508.17,EUR,Invoice 100061
100946,Recipient 100946,DE00000000000000100946,-639.07,USD,Invalid amount 100946
100556,Recipient 100556,DE00000000000000100556,670.34,USD,Invoice 100556
100981,Recipient 100981,DE00000000000000100981,162.05,XXX,Invalid currency 100981
100852,Recipient 100852,DE00000000000000100852,8427.79,EUR,Invoice 100852
100560,Recipient 100560,DE00000000000000100560,352.29,EUR,Invoice 100560
100871,Recipient 100871,DE00000000000000100871,9703.63,EUR,Invoice 100871
100144,Recipient 100144,DE00000000000000100144,687.80,USD,Invoice 100144
100174,Recipient 100174,DE00000000000000100174,223.70,EUR,Invoice 100174
100361,Recipient 100361,DE00000000000000100361,889.52,USD,Invoice 100361
100815,Recipient 100815,DE00000000000000100815,5482.34,USD,Invoice 100815
100751,Recipient 100751,DE00000000000000100751,7541.32,USD,Invoice 100751
100173,Recipient 100173,DE00000000000000100173,350.31,EUR,Invoice 100173
100472,Recipient 100472,DE00000000000000100472,914.13,USD,Invoice 100472
100503,Recipient 100503,DE00000000000000100503,100.25,USD,Invoice 100503
100758,Recipient 100758,DE00000000000000100758,1313.19,EUR,Invoice 100758
100658,Recipient 100658,DE00000000000000100658,363.23,EUR,Invoice 100658
100741,Recipient 100741,DE00000000000000100741,5465.82,USD,Invoice 100741
100501,Recipient 100501,DE00000000000000100501,218.05,USD,Invoice 100501
100842,Recipient 100842,DE00000000000000100842,6377.66,USD,Invoice 100842
100782,Recipient 100782,DE00000000000000100782,8143.26,EUR,Invoice 100782
100264,Recipient 100264,DE00000000000000100264,200.16,EUR,Invoice 100264
100346,Recipient 100346,DE00000000000000100346,451.05,USD,Invoice 100346
100702,Recipient 100702,DE00000000000000100702,5939.23,USD,Invoice 100702
100671,Recipient 100671,DE00000000000000100671,752.63,USD,Invoice 100671
100564,Recipient 100564,DE00000000000000100564,115.77,USD,Invoice 100564
100512,Recipient 100512,DE00000000000000100512,787.18,EUR,Invoice 100512
100252,Recipient 100252,DE00000000000000100252,136.56,USD,Invoice 100252
100854,Recipient 100854,DE00000000000000100854,4545.13,USD,Invoice 100854
100584,Recipient 100584,DE00000000000000100584,414.77,EUR,Invoice 100584
100389,Recipient 100389,DE00000000000000100389,710.07,USD,Invoice 100389
100236,Recipient 100236,DE00000000000000100236,415.45,USD,Invoice 100236
100338,Recipient 100338,DE00000000000000100338,298.05,USD,Invoice 100338
100201,Recipient 100201,DE00000000000000100201,465.52,USD,Invoice 100201
100157,Recipient 100157,DE00000000000000100157,430.35,EUR,Invoice 100157
100303,Recipient 100303,DE00000000000000100303,489.08,EUR,Invoice 100303
100428,Recipient 100428,DE00000000000000100428,631.52,USD,Invoice 100428
100738,Recipient 100738,DE00000000000000100738,4932.56,USD,Invoice 100738
100594,Recipient 100594,DE00000000000000100594,328.79,EUR,Invoice 100594
100599,Recipient 100599,DE00000000000000100599,73.00,EUR,Invoice 100599
100567,Recipient 100567,DE00000000000000100567,609.38,USD,Invoice 100567
100897,Recipient 100897,DE00000000000000100897,42735.10,EUR,Invoice 100897
100017,Recipient 100017,DE00000000000000100017,604.12,EUR,Invoice 100017
100150,Recipient 100150,DE00000000000000100150,637.47,USD,Invoice 100150
100919,Recipient 100919,DE00000000000000100919,26715.40,EUR,Invoice 100919
100227,Recipient 100227,DE00000000000000100227,840.01,USD,Invoice 100227
100577,Recipient 100577,DE00000000000000100577,312.32,USD,Invoice 100577
100047,Recipient 100047,DE00000000000000100047,510.01,EUR,Invoice 100047
100424,Recipient 100424,DE00000000000000100424,852.48,USD,Invoice 100424
100321,Recipient 100321,DE00000000000000100321,275.03,EUR,Invoice 100321
100950,Recipient 100950,DE00000000000000100950,0.00,USD,Invalid amount 100950
100957,Recipient 100957,DE00000000000000100957,-453.98,USD,Invalid amount 100957
100328,Recipient 100328,DE00000000000000100328,253.22,USD,Invoice 100328
100860,Recipient 100860,DE00000000000000100860,8235.68,USD,Invoice 100860
100933,Recipient 100933,DE00000000000000100933,10563.37,USD,Invoice 100933
100481,Recipient 100481,DE00000000000000100481,14.90,EUR,Invoice 100481
100740,Recipient 100740,DE00000000000000100740,4051.33,EUR,Invoice 100740
100823,Recipient 100823,DE00000000000000100823,8753.36,USD,Invoice 100823
100101,Recipient 100101,DE00000000000000100101,463.16,EUR,Invoice 100101
100902,Recipient 100902,DE00000000000000100902,18559.47,USD,Invoice 100902
100510,Recipient 100510,DE00000000000000100510,51.53,USD,Invoice 100510
100526,Recipient 100526,DE00000000000000100526,526.55,EUR,Invoice 100526
100369,Recipient 100369,DE00000000000000100369,635.14,USD,Invoice 100369
100268,Recipient 100268,DE00000000000000100268,465.56,USD,Invoice 100268
100316,Recipient 100316,DE00000000000000100316,277.22,USD,Invoice 100316
100368,Recipient 100368,DE00000000000000100368,996.94,USD,Invoice 100368
100665,Recipient 100665,DE00000000000000100665,662.26,EUR,Invoice 100665
100547,Recipient 100547,DE00000000000000100547,399.33,EUR,Invoice 100547
100478,Recipient 100478,DE00000000000000100478,860.27,USD,Invoice 100478
100390,Recipient 100390,DE00000000000000100390,551.28,USD,Invoice 100390
100290,Recipient 100290,DE00000000000000100290,465.40,USD,Invoice 100290
100795,Recipient 100795,DE00000000000000100795,5192.49,USD,Invoice 100795
100330,Recipient 100330,DE00000000000000100330,401.30,EUR,Invoice 100330
100566,Recipient 100566,DE00000000000000100566,845.30,EUR,Invoice 100566
100246,Recipient 100246,DE00000000000000100246,436.40,EUR,Invoice 100246
100407,Recipient 100407,DE00000000000000100407,333.10,USD,Invoice 100407
100210,Recipient 100210,DE00000000000000100210,983.94,EUR,Invoice 100210
100721,Recipient 100721,DE00000000000000100721,3170.13,EUR,Invoice 100721
100619,Recipient 100619,DE00000000000000100619,602.79,EUR,Invoice 100619
100713,Recipient 100713,DE00000000000000100713,2685.82,EUR,Invoice 100713
100959,Recipient 100959,DE00000000000000100959,-723.56,USD,Invalid amount 100959
100927,Recipient 100927,DE00000000000000100927,21382.47,USD,Invoice 100927
100980,Recipient 100980,,4687.11,EUR,Missing iban 100980
100765,Recipient 100765,DE00000000000000100765,4582.30,USD,Invoice 100765
100121,Recipient 100121,DE00000000000000100121,579.33,EUR,Invoice 100121
100760,Recipient 100760,DE00000000000000100760,4259.35,EUR,Invoice 100760
100195,Recipient 100195,DE00000000000000100195,421.02,USD,Invoice 100195
100217,Recipient 100217,DE00000000000000100217,176.71,USD,Invoice 100217
100016,Recipient 100016,DE00000000000000100016,97.62,USD,Invoice 100016
100311,Recipient 100311,DE00000000000000100311,352.46,USD,Invoice 100311
100341,Recipient 100341,DE00000000000000100341,947.63,EUR,Invoice 100341
100891,Recipient 100891,DE00000000000000100891,40846.97,EUR,Invoice 100891
100214,Recipient 100214,DE00000000000000100214,148.42,EUR,Invoice 100214
100491,Recipient 100491,DE00000000000000100491,305.06,USD,Invoice 100491
100223,Recipient 100223,DE00000000000000100223,613.03,USD,Invoice 100223
100573,Recipient 100573,DE00000000000000100573,70.52,EUR,Invoice 100573
100992,Recipient 100992,DE00000000000000100992,2880.98,XXX,Invalid currency 100992
100947,Recipient 100947,DE00000000000000100947,0.00,EUR,Invalid amount 100947
100602,Recipient 100602,DE00000000000000100602,576.18,USD,Invoice 100602
100780,Recipient 100780,DE00000000000000100780,9021.98,EUR,Invoice 100780
100824,Recipient 100824,DE00000000000000100824,7607.79,USD,Invoice 100824
100193,Recipient 100193,DE00000000000000100193,326.85,USD,Invoice 100193
100075,Recipient 100075,DE00000000000000100075,265.79,USD,Invoice 100075
100895,Recipient 100895,DE00000000000000100895,21511.58,USD,Invoice 100895
100041,Recipient 100041,DE00000000000000100041,396.23,USD,Invoice 100041
100618,Recipient 100618,DE00000000000000100618,256.71,EUR,Invoice 100618
100620,Recipient 100620,DE00000000000000100620,177.97,USD,Invoice 100620
100690,Recipient 100690,DE00000000000000100690,54.20,USD,Invoice 100690
100387,Recipient 100387,DE00000000000000100387,880.96,USD,Invoice 100387
100275,Recipient 100275,DE00000000000000100275,397.25,EUR,Invoice 100275
100053,Recipient 100053,DE00000000000000100053,529.58,EUR,Invoice 100053
100196,Recipient 100196,DE00000000000000100196,677.63,EUR,Invoice 100196
100850,Recipient 100850,DE00000000000000100850,1661.79,USD,Invoice 100850
100742,Recipient 100742,DE00000000000000100742,4306.12,USD,Invoice 100742
100549,Recipient 100549,DE00000000000000100549,665.44,USD,Invoice 100549
100095,Recipient 100095,DE00000000000000100095,673.68,EUR,Invoice 100095
100380,Recipient 100380,DE00000000000000100380,865.04,EUR,Invoice 100380
100868,Recipient 100868,DE00000000000000100868,9819.07,USD,Invoice 100868
100461,Recipient 100461,DE00000000000000100461,219.78,EUR,Invoice 100461
100945,Recipient 100945,DE00000000000000100945,-160.56,EUR,Invalid amount 100945
100081,Recipient 100081,DE00000000000000100081,64.96,EUR,Invoice 100081
100663,Recipient 100663,DE00000000000000100663,844.58,EUR,Invoice 100663
100339,Recipient 100339,DE00000000000000100339,306.07,EUR,Invoice 100339
100209,Recipient 100209,DE00000000000000100209,25.40,EUR,Invoice 100209
100262,Recipient 100262,DE00000000000000100262,781.44,EUR,Invoice 100262
100249,Recipient 100249,DE00000000000000100249,919.61,EUR,Invoice 100249
100398,Recipient 100398,DE00000000000000100398,457.33,EUR,Invoice 100398
100138,Recipient 100138,DE00000000000000100138,931.81,EUR,Invoice 100138
100543,Recipient 100543,DE00000000000000100543,100.08,EUR,Invoice 100543
100571,Recipient 100571,DE00000000000000100571,7.10,EUR,Invoice 100571
100986,Recipient 100986,DE00000000000000100986,3516.73,GBP,Invalid currency 100986
100423,Recipient 100423,DE00000000000000100423,650.18,USD,Invoice 100423
100576,Recipient 100576,DE00000000000000100576,341.55,USD,Invoice 100576
100060,Recipient 100060,DE00000000000000100060,971.91,EUR,Invoice 100060
100937,Recipient 100937,DE00000000000000100937,13469.51,EUR,Invoice 100937
100475,Recipient 100475,DE00000000000000100475,804.42,USD,Invoice 100475
100826,Recipient 100826,DE00000000000000100826,7845.98,EUR,Invoice 100826
100148,Recipient 100148,DE00000000000000100148,829.51,EUR,Invoice 100148
100725,Recipient 100725,DE00000000000000100725,8473.44,USD,Invoice 100725
100879,Recipient 100879,DE00000000000000100879,4693.39,USD,Invoice 100879
100983,Recipient 100983,DE00000000000000100983,1204.09,GBP,Invalid currency 100983
100231,Recipient 100231,DE00000000000000100231,235.26,USD,Invoice 100231
100870,Recipient 100870,DE00000000000000100870,6372.18,USD,Invoice 100870
100247,Recipient 100247,DE00000000000000100247,389.46,USD,Invoice 100247
100485,Recipient 100485,DE00000000000000100485,472.00,USD,Invoice 100485
100551,Recipient 100551,DE00000000000000100551,68.07,EUR,Invoice 100551
100773,Recipient 100773,DE00000000000000100773,7245.82,USD,Invoice 100773
100189,Recipient 100189,DE00000000000000100189,948.92,USD,Invoice 100189
100386,Recipient 100386,DE00000000000000100386,927.74,USD,Invoice 100386
100308,Recipient 100308,DE00000000000000100308,306.90,USD,Invoice 100308
100153,Recipient 100153,DE00000000000000100153,561.34,EUR,Invoice 100153
100419,Recipient 100419,DE00000000000000100419,16.33,EUR,Invoice 100419
100427,Recipient 100427,DE00000000000000100427,617.84,EUR,Invoice 100427
100714,Recipient 100714,DE00000000000000100714,5711.36,USD,Invoice 100714
100327,Recipient 100327,DE00000000000000100327,185.18,EUR,Invoice 100327
100538,Recipient 100538,DE00000000000000100538,322.79,EUR,Invoice 100538
100805,Recipient 100805,DE00000000000000100805,2126.53,USD,Invoice 100805
100391,Recipient 100391,DE00000000000000100391,94.12,EUR,Invoice 100391
100688,Recipient 100688,DE00000000000000100688,816.88,USD,Invoice 100688
100659,Recipient 100659,DE00000000000000100659,951.21,USD,Invoice 100659
100965,Recipient 100965,,159.64,USD,Missing iban 100965
100353,Recipient 100353,DE00000000000000100353,647.98,USD,Invoice 100353
100049,Recipient 100049,DE00000000000000100049,153.69,EUR,Invoice 100049
100508,Recipient 100508,DE00000000000000100508,92.58,EUR,Invoice 100508
100570,Recipient 100570,DE00000000000000100570,921.61,USD,Invoice 100570
100438,Recipient 100438,DE00000000000000100438,170.81,EUR,Invoice 100438
100696,Recipient 100696,DE00000000000000100696,39.26,USD,Invoice 100696
